Menu Name,Category,Ingredient/Step,Amount
เสือร้องไห้ (น้ำตก),ส่วนผสมเครื่องปรุงน้ำตก,ผักชีฝรั่งซอย,-
เสือร้องไห้ (น้ำตก),ส่วนผสมเครื่องปรุงน้ำตก,ใบมะกรูดซอย,-
เสือร้องไห้ (น้ำตก),ส่วนผสมเครื่องปรุงน้ำตก,ใบสะระแหน่,-
เสือร้องไห้ (น้ำตก),ส่วนผสมเครื่องปรุงน้ำตก,พริกป่น,-
เสือร้องไห้ (น้ำตก),ส่วนผสมเครื่องปรุงน้ำตก,ข้าวคั่ว,-
เสือร้องไห้ (น้ำตก),ส่วนผสมเครื่องปรุงน้ำตก,ผงชูรส,-
เสือร้องไห้ (น้ำตก),ส่วนผสมเครื่องปรุงน้ำตก,น้ำปลา,-
เสือร้องไห้ (น้ำตก),ส่วนผสมเครื่องปรุงน้ำตก,น้ำมะนาว,-
เสือร้องไห้ (น้ำตก),วิธีทำ,"หลังจากย่างเนื้อเสือร้องไห้จนได้ความสุกตามชอบแล้ว นำมาหั่นเป็นชิ้นพอดีคำ แล้วคลุกเคล้าด้วยเครื่องปรุงและผักซอย",-
เสือร้องไห้ (น้ำตก),เครื่องตกแต่ง,พริกทอด,-
เสือร้องไห้ (น้ำตก),เครื่องตกแต่ง,ใบมะกรูดทอด,-
น้ำจิ้มแจ่ว,อัตราส่วนผสม,มะขามเปียก,50 กรัม
น้ำจิ้มแจ่ว,อัตราส่วนผสม,น้ำร้อน,200 ml.
น้ำจิ้มแจ่ว,อัตราส่วนผสม,น้ำปลา,3 ช้อนโต๊ะ
น้ำจิ้มแจ่ว,อัตราส่วนผสม,น้ำตาลปี๊บ,1/4 ช้อนชา
น้ำจิ้มแจ่ว,อัตราส่วนผสม,ข้าวคั่ว,1/2 ช้อนโต๊ะ
น้ำจิ้มแจ่ว,อัตราส่วนผสม,พริกป่น,1 ช้อนโต๊ะ
น้ำจิ้มแจ่ว,อัตราส่วนผสม,หอมแดงซอย,3-4 หัว
น้ำจิ้มแจ่ว,อัตราส่วนผสม,ผักชีฝรั่งซอย,4-5 ใบ
น้ำจิ้มแจ่ว,วิธีทำ,"คั้นน้ำมะขามเปียก: นำมะขามเปียก 50 กรัม แช่ในน้ำร้อน 200 ml. ทิ้งไว้สักครู่ให้เนื้อนุ่ม จากนั้นขยำและคั้นแยกกากออกเพื่อให้ได้น้ำมะขามเปียกเข้มข้น",-
น้ำจิ้มแจ่ว,วิธีทำ,"ผสมเบสรสชาติ: ตวงน้ำมะขามเปียกใส่ถ้วยผสม ผสมน้ำปลา 3 ช้อนโต๊ะ และน้ำตาลปี๊บ 1/4 ช้อนชา คนให้ส่วนผสมและน้ำตาลปี๊บละลายเข้ากันดี",-
น้ำจิ้มแจ่ว,วิธีทำ,"เพิ่มความเผ็ดและหอม: ใส่พริกป่น 1 ช้อนโต๊ะ และข้าวคั่ว 1/2 ช้อนโต๊ะ ลงไปคนให้เข้ากัน",-
น้ำจิ้มแจ่ว,วิธีทำ,"ใส่ผักสมุนไพร: โรยหอมแดงซอย 3-4 หัว และผักชีฝรั่งซอย 4-5 ใบ ลงไป คลุกเคล้าเบา ๆ เป็นอันเสร็จพร้อมเสิร์ฟคู่กับเนื้อย่าง",-
ซอสผัดกะเพรา,อัตราส่วนผสม,น้ำปลา (Fish sauce),4 ช้อนโต๊ะ
ซอสผัดกะเพรา,อัตราส่วนผสม,ซอสปรุงรสฝาเขียว (Green cap seasoning sauce),4 ช้อนโต๊ะ
ซอสผัดกะเพรา,อัตราส่วนผสม,ซีอิ๊วขาว (Light soy sauce),4 ช้อนโต๊ะ
ซอสผัดกะเพรา,อัตราส่วนผสม,ซอสหอยนางรม (Oyster sauce),14 ช้อนโต๊ะ
ซอสผัดกะเพรา,อัตราส่วนผสม,ซีอิ๊วดำหวาน (Sweet dark soy sauce),2 ช้อนโต๊ะ
ซอสผัดกะเพรา,อัตราส่วนผสม,น้ำตาลทราย (Sugar),4 ช้อนโต๊ะ
ซอสผัดกะเพรา,อัตราส่วนผสม,ผงปรุงรส (Seasoning powder),2 ช้อนโต๊ะ
ซอสผัดกะเพรา,อัตราส่วนผสม,พริกป่น (Chili powder),2 ช้อนโต๊ะ
ซอสผัดกะเพรา,อัตราส่วนผสม,กระเทียมสับ (Minced garlic),2.5 ช้อนโต๊ะ
ซอสผัดกะเพรา,อัตราส่วนผสม,พริกไทยป่น (Ground pepper),0.5 ช้อนโต๊ะ
ซอสผัดกะเพรา,อัตราส่วนผสม,น้ำเปล่า (Water),250 มิลลิลิตร
ซอสผัดกะเพรา,วิธีทำ,"รวมส่วนผสม: เทน้ำเปล่า, ซอสหอยนางรม, น้ำปลา, ซอสปรุงรสฝาเขียว, ซีอิ๊วขาว และซีอิ๊วดำหวานลงในหม้อ คนให้เข้ากัน",-
ซอสผัดกะเพรา,วิธีทำ,"ใส่เครื่องปรุงรส: เติมน้ำตาลทราย, ผงปรุงรส, พริกป่น, กระเทียมสับ และพริกไทยป่นลงไป คนให้เข้ากันและน้ำตาลเริ่มละลาย",-
ซอสผัดกะเพรา,วิธีทำ,"เคี่ยวซอส: นำหม้อขึ้นตั้งไฟอ่อนถึงปานกลาง หมั่นคนสม่ำเสมอ เคี่ยวจนเดือด น้ำตาลละลายหมด และซอสงวดขึ้นเล็กน้อย",-
ซอสผัดกะเพรา,วิธีทำ,"พักให้เย็นและจัดเก็บ: ยกลงจากเตา พักให้เย็นสนิท เทใส่ขวดโหลแก้วเก็บในตู้เย็น",-
ซอสผัดกะเพรา,วิธีทำ,"เคล็ดลับ: ผัดเนื้อสัตว์กับพริกกระเทียมสับจนเกือบสุก ใส่ซอส 1-2 ช้อนโต๊ะต่อจาน ผัดให้เข้ากัน ใส่ใบกะเพรา",-
น้ำพริกหนุ่ม,อัตราส่วนผสม,พริกหนุ่ม (Northern Thai green chilies),1/2 กิโลกรัม
น้ำพริกหนุ่ม,อัตราส่วนผสม,พริกชี้ฟ้าแดง (Red spur chilies),50 กรัม
น้ำพริกหนุ่ม,อัตราส่วนผสม,กระเทียมจีน (Chinese garlic),200 กรัม
น้ำพริกหนุ่ม,อัตราส่วนผสม,กระเทียมไทย (Thai garlic),50 กรัม
น้ำพริกหนุ่ม,อัตราส่วนผสม,หอมแดง (Shallots),250 กรัม
น้ำพริกหนุ่ม,อัตราส่วนผสม,น้ำปลา (Fish sauce),3 ช้อนโต๊ะ
น้ำพริกหนุ่ม,อัตราส่วนผสม,เกลือป่น (Salt),3 ช้อนชา
น้ำพริกหนุ่ม,วิธีทำ,"ย่างสมุนไพร: นำพริกหนุ่ม พริกชี้ฟ้าแดง กระเทียมจีน กระเทียมไทย และหอมแดง ไปย่างหรืออบจนผิวเริ่มเกรียมสุกและหอม",-
น้ำพริกหนุ่ม,วิธีทำ,"ลอกเปลือก: พักให้อุ่น ลอกผิวที่ไหม้เกรียมของพริกออก และปอกเปลือกหอมแดงและกระเทียมให้สะอาด",-
น้ำพริกหนุ่ม,วิธีทำ,"โขลกน้ำพริก: โขลกกระเทียมและหอมแดงย่างพอหยาบ ใส่พริกหนุ่มและพริกชี้ฟ้าแดงย่างตามลงไป โขลกให้เข้ากันตามความละเอียดที่ต้องการ",-
น้ำพริกหนุ่ม,วิธีทำ,"ปรุงรสชาติ: ปรุงรสด้วยน้ำปลา 3 ช้อนโต๊ะ และเกลือป่น 3 ช้อนชา คนให้ละลายเข้ากัน ชิมรสตามชอบ",-
น้ำพริกหนุ่ม,วิธีทำ,"จัดเสิร์ฟ: ตักใส่ถ้วย พร้อมเสิร์ฟคู่กับแคบหมู ผักต้ม หรือข้าวเหนียวร้อนๆ (สูตรนี้ได้ประมาณ 700 กรัม)",-
น้ำพริกอ่อง,อัตราส่วนผสม,หมูบด (Minced pork),100 กรัม
น้ำพริกอ่อง,อัตราส่วนผสม,มะเขือเทศ (Tomatoes),5-6 ลูก
น้ำพริกอ่อง,อัตราส่วนผสม,พริกแห้งเม็ดเล็ก (Small dried chilies),20 เม็ด
น้ำพริกอ่อง,อัตราส่วนผสม,กระเทียมไทย (Thai garlic),2 หัว
น้ำพริกอ่อง,อัตราส่วนผสม,หอมแดง (Shallots),4-5 หัว
น้ำพริกอ่อง,อัตราส่วนผสม,กะปิเค็ม (Shrimp paste),1 ช้อนแกง
น้ำพริกอ่อง,อัตราส่วนผสม,เกลือป่น (Salt),1 ช้อนชา
น้ำพริกอ่อง,อัตราส่วนผสม,ผักชี (Coriander / Cilantro),สำหรับโรยหน้า
น้ำพริกอ่อง,วิธีทำ,"เตรียมพริกแกง: โขลกพริกแห้ง เกลือป่น กระเทียม และหอมแดงให้ละเอียด ใส่กะปิลงไปโขลกให้เข้ากัน",-
น้ำพริกอ่อง,วิธีทำ,"ผสมหมูบด: ใส่หมูบดลงในครก โขลกเบาๆ ให้เข้ากับพริกแกง",-
น้ำพริกอ่อง,วิธีทำ,"เตรียมมะเขือเทศ: หั่นมะเขือเทศเป็นชิ้นเล็กๆ ใส่ลงในครก โขลกเบาๆ ให้เข้ากัน",-
น้ำพริกอ่อง,วิธีทำ,"ผัดน้ำพริก: ตั้งกระทะใส่น้ำมัน ผัดส่วนผสมทั้งหมดจนหมูสุกและมะเขือเทศนิ่ม เคี่ยวจนน้ำงวดและหอม",-
น้ำพริกอ่อง,วิธีทำ,"จัดเสิร์ฟ: ตักใส่ถ้วย โรยหน้าด้วยผักชีซอย เสิร์ฟพร้อมผักสดตามชอบ",-
ไก่ย่าง,อัตราส่วนผสมสูตรหมักไก่,น้ำเปล่า (Water),2 ลิตร
ไก่ย่าง,อัตราส่วนผสมสูตรหมักไก่,เกลือ (Salt),2 ช้อนโต๊ะ
ไก่ย่าง,อัตราส่วนผสมสูตรหมักไก่,พริกไทย (Pepper),2 ช้อนโต๊ะ
ไก่ย่าง,อัตราส่วนผสมสูตรหมักไก่,กระเทียมจีน (Chinese garlic),3 หัว
ไก่ย่าง,อัตราส่วนผสมสูตรหมักไก่,ซีอิ๊วขาว (Light soy sauce),10 ช้อนโต๊ะ
ไก่ย่าง,วิธีทำ,"เตรียมเครื่องหมัก: นำกระเทียมจีนมาปอกเปลือกแล้วโขลกหรือสับให้พอหยาบ",-
ไก่ย่าง,วิธีทำ,"ผสมน้ำหมัก: ใส่น้ำเปล่า เติมเกลือ พริกไทย ซีอิ๊วขาว และกระเทียมจีนที่โขลกไว้ คนให้ละลายเข้ากันดี",-
ไก่ย่าง,วิธีทำ,"หมักไก่: นำไก่ที่ล้างสะอาดแช่ในน้ำหมักให้ท่วม หมักทิ้งไว้ในตู้เย็น (แนะนำอย่างน้อย 1-2 ชั่วโมง หรือข้ามคืน)",-
ไก่ย่าง,วิธีทำ,"การย่าง: นำไก่ขึ้นจากน้ำหมัก พักให้สะเด็ดน้ำ แล้วนำไปย่างบนเตาถ่านไฟอ่อน หรืออบจนไก่สุกทั่วถึง ผิวนอกเหลืองกรอบ",-
น้ำจิ้มซีฟู้ด,ส่วนผสมและอัตราส่วน,รากผักชี (Root of coriander),20 กรัม
น้ำจิ้มซีฟู้ด,ส่วนผสมและอัตราส่วน,กระเทียม (Garlic),20 กรัม
น้ำจิ้มซีฟู้ด,ส่วนผสมและอัตราส่วน,พริกแดงจินดา (Red chilli pepper),30 กรัม
น้ำจิ้มซีฟู้ด,ส่วนผสมและอัตราส่วน,พริกขี้หนูสวน (Guinea-pepper),20 กรัม
น้ำจิ้มซีฟู้ด,ส่วนผสมและอัตราส่วน,น้ำมะนาว (Lime juice),6 ช้อนโต๊ะ
น้ำจิ้มซีฟู้ด,ส่วนผสมและอัตราส่วน,น้ำปลา (Fish sauce),6 ช้อนโต๊ะ
น้ำจิ้มซีฟู้ด,ส่วนผสมและอัตราส่วน,น้ำตาลปี๊บ (Palm sugar),1 ช้อนโต๊ะ
น้ำจิ้มซีฟู้ด,ส่วนผสมและอัตราส่วน,ผงปรุงรส (Seasoning powder),1 ช้อนชา
น้ำจิ้มซีฟู้ด,วิธีทำ,"เตรียมวัตถุดิบ: ล้างรากผักชี พริกแดงจินดา และพริกขี้หนูสวนให้สะอาด ปอกเปลือกกระเทียม",-
น้ำจิ้มซีฟู้ด,วิธีทำ,"ปั่นหรือโขลก: นำรากผักชี กระเทียม พริกแดงจินดา และพริกขี้หนูสวน ใส่โถปั่นหรือโขลกให้ละเอียด",-
น้ำจิ้มซีฟู้ด,วิธีทำ,"ปรุงรสชาติ: เติมน้ำมะนาว น้ำปลา น้ำตาลปี๊บ และผงปรุงรส",-
น้ำจิ้มซีฟู้ด,วิธีทำ,"ผสมให้เข้ากัน: ปั่นหรือโขลกผสมให้เข้ากันดี และน้ำตาลปี๊บละลายหมด",-
น้ำจิ้มซีฟู้ด,วิธีทำ,"จัดเสิร์ฟ: ชิมรสและปรับแต่งตามใจชอบ จัดเสิร์ฟคู่กับอาหารทะเลหรือเมนูย่าง",-
คอหมูย่าง,สูตรหมักคอหมูย่าง,สันคอหมู,500 กรัม
คอหมูย่าง,สูตรหมักคอหมูย่าง,ซอสหอยนางรม,2 ช้อนโต๊ะ
คอหมูย่าง,สูตรหมักคอหมูย่าง,ซีอิ๊วขาว,1 ช้อนโต๊ะ
คอหมูย่าง,สูตรหมักคอหมูย่าง,ซอสปรุงรสฝาเขียว,1 ช้อนโต๊ะ
คอหมูย่าง,สูตรหมักคอหมูย่าง,น้ำตาลปี๊บ,1 ช้อนโต๊ะ
คอหมูย่าง,สูตรหมักคอหมูย่าง,นมข้นจืด (หรือนมสด),2 ช้อนโต๊ะ
คอหมูย่าง,สูตรหมักคอหมูย่าง,พริกไทยขาวป่น,1 ช้อนชา
คอหมูย่าง,สูตรหมักคอหมูย่าง,รากผักชี กระเทียม พริกไทย (สามเกลอโขลก),1 ช้อนโต๊ะ
คอหมูย่าง,วิธีทำ,"เตรียมเนื้อหมู: นำคอหมูมาล้างให้สะอาด ซับให้แห้ง ใช้ส้อมจิ้มให้ทั่วชิ้นหมู",-
คอหมูย่าง,วิธีทำ,"หมักหมู: ผสมเครื่องปรุงทั้งหมด คนจนน้ำตาลปี๊บละลาย นำเนื้อหมูลงไปคลุกเคล้าและนวดเบาๆ",-
คอหมูย่าง,วิธีทำ,"เวลาในการหมัก: คลุมด้วยพลาสติกแรป นำเข้าตู้แช่เย็นหมักทิ้งไว้ อย่างน้อย 30 นาที - 1 ชั่วโมง (หมักข้ามคืนยิ่งนุ่ม)",-
คอหมูย่าง,วิธีทำ,"การย่างเตาถ่าน: ใช้ไฟกลางค่อนอ่อน ย่างกลับด้านไปมาจนสุกและผิวเริ่มเกรียมสวย (15-20 นาที)",-
คอหมูย่าง,วิธีทำ,"การย่างเตาอบ/หม้อทอด: ใช้ไฟ 180°C ย่างด้านแรก 10-15 นาที กลับด้านย่างต่ออีก 5-10 นาที",-
คอหมูย่าง,วิธีทำ,"จัดเสิร์ฟ: นำคอหมูย่างมาพักไว้ประมาณ 3-5 นาทีก่อนหั่น หั่นเป็นชิ้นเฉียงพอดีคำ เสิร์ฟพร้อมน้ำจิ้มแจ่ว",-
ผัดเผ็ดหมูบด,ส่วนผสม,หมูบด,300 กรัม
ผัดเผ็ดหมูบด,ส่วนผสม,พริกแกงเผ็ด,2 ช้อนโต๊ะ
ผัดเผ็ดหมูบด,ส่วนผสม,"พริก, กระเทียม, พริกไทย",-
ผัดเผ็ดหมูบด,ส่วนผสม,กระชาย,40 กรัม
ผัดเผ็ดหมูบด,ส่วนผสม,น้ำปลา,1 ช้อนโต๊ะ
ผัดเผ็ดหมูบด,ส่วนผสม,ผงปรุงรส,1 ช้อนชา
ผัดเผ็ดหมูบด,ส่วนผสม,น้ำตาล,1 ช้อนชา
ผัดเผ็ดหมูบด,ส่วนผสม,ซอสหอยนางรม,1 ช้อนโต๊ะ
ผัดเผ็ดหมูบด,ส่วนผสม,ซีอิ๊วดำ,1 ช้อนชา
ผัดเผ็ดหมูบด,ส่วนผสม,มะเขือพวง,100 กรัม
ผัดเผ็ดหมูบด,ส่วนผสม,ใบมะกรูด,6 ใบ
ผัดเผ็ดหมูบด,ส่วนผสม,พริกชี้ฟ้า,1 เม็ด
ผัดเผ็ดหมูบด,ส่วนผสม,ใบโหระพา,-
ผัดพริกแกง,ส่วนผสมและเครื่องปรุง,มะเขือเปราะ,400 กรัม
ผัดพริกแกง,ส่วนผสมและเครื่องปรุง,สันคอหมู,300 กรัม
ผัดพริกแกง,ส่วนผสมและเครื่องปรุง,พริกแกงเผ็ด,3 ช้อนโต๊ะ
ผัดพริกแกง,ส่วนผสมและเครื่องปรุง,ซีอิ๊วขาว,2 ช้อนโต๊ะ
ผัดพริกแกง,ส่วนผสมและเครื่องปรุง,น้ำปลา,2 ช้อนโต๊ะ
ผัดพริกแกง,ส่วนผสมและเครื่องปรุง,น้ำตาล,1 ช้อนชา
ผัดพริกแกง,ส่วนผสมและเครื่องปรุง,พริกจินดา,15 กรัม
ผัดพริกแกง,ส่วนผสมและเครื่องปรุง,ใบมะกรูด,10 กรัม
ผัดพริกแกง,ส่วนผสมและเครื่องปรุง,กระเพรา,10 กรัม
ผัดพริกแกง,ส่วนผสมและเครื่องปรุง,น้ำมันพืช,-
ผัดพริกแกง,ส่วนผสมและเครื่องปรุง,เกลือ,-
ผัดพริกแกง,ส่วนผสมและเครื่องปรุง,น้ำ,-
คั่วพริกเกลือ,วัตถุดิบ ส่วนผสม,เนื้อไก่น่องติดสะโพก,700 กรัม
คั่วพริกเกลือ,วัตถุดิบ ส่วนผสม,พริกขี้หนูสับ,30 กรัม
คั่วพริกเกลือ,วัตถุดิบ ส่วนผสม,พริกขี้หนูสวน,15 กรัม
คั่วพริกเกลือ,วัตถุดิบ ส่วนผสม,กระเทียม,60 กรัม
คั่วพริกเกลือ,วัตถุดิบ ส่วนผสม,ต้นหอมซอย,25 กรัม
คั่วพริกเกลือ,เครื่องปรุง,เกลือ,1 ช้อนชา
คั่วพริกเกลือ,เครื่องปรุง,น้ำตาล,1 ช้อนชา
คั่วพริกเกลือ,เครื่องปรุง,พริกไทยป่น,1 ช้อนชา
เมี่ยงคำซีบาส,วัตถุดิบ,ปลาซีบาส,300 กรัม
เมี่ยงคำซีบาส,วัตถุดิบ,แป้งมัน,40 กรัม
เมี่ยงคำซีบาส,วัตถุดิบ,น้ำมันพืช,200 ml
เมี่ยงคำซีบาส,วัตถุดิบ,น้ำเปล่า,30 ml.
เมี่ยงคำซีบาส,วัตถุดิบ,น้ำตาลปี๊บ,250 กรัม
เมี่ยงคำซีบาส,วัตถุดิบ,กะปิอย่างดีย่างให้หอม,35 กรัม
เมี่ยงคำซีบาส,วัตถุดิบ,น้ำปลา,3 ช้อน
เมี่ยงคำซีบาส,วัตถุดิบ,ข่าหั่นชิ้นเล็ก,15 กรัม
เมี่ยงคำซีบาส,วัตถุดิบ,ขิงหั่นชิ้นเล็ก,15 กรัม
เมี่ยงคำซีบาส,วัตถุดิบ,หอมแดงหั่นชิ้นเล็ก,15 กรัม
เมี่ยงคำซีบาส,วัตถุดิบ,มะพร้าวคั่ว,40 กรัม
เมี่ยงคำซีบาส,วัตถุดิบ,กุ้งแห้ง,15 กรัม
เมี่ยงคำซีบาส,วัตถุดิบ,ถั่วลิสงคั่วหรืออบ,15 กรัม
เมี่ยงคำซีบาส,เครื่องเคียงต่างๆ,ใบชะพลู ใบทองหลาง ใบคะน้า หรืออื่นๆ ตามชอบ,-
เมี่ยงคำซีบาส,เครื่องเคียงต่างๆ,มะพร้าวคั่ว,-
เมี่ยงคำซีบาส,เครื่องเคียงต่างๆ,ถั่วลิสงคั่ว,-
เมี่ยงคำซีบาส,เครื่องเคียงต่างๆ,กุ้งแห้ง,-
เมี่ยงคำซีบาส,เครื่องเคียงต่างๆ,มะนาวทั้งเปลือกหั่นชิ้นเล็ก,-
เมี่ยงคำซีบาส,เครื่องเคียงต่างๆ,ขิงอ่อนหั่นชิ้นเล็ก,-
เมี่ยงคำซีบาส,เครื่องเคียงต่างๆ,หอมแดงหั่นชิ้นเล็ก,-
เมี่ยงคำซีบาส,เครื่องเคียงต่างๆ,พริกขี้หนู,-
ยำส้มโอกุ้ง,วัตถุดิบและส่วนผสม,กุ้ง,6 ตัว
ยำส้มโอกุ้ง,วัตถุดิบและส่วนผสม,ส้มโอแกะเนื้อ,250 กรัม
ยำส้มโอกุ้ง,วัตถุดิบและส่วนผสม,น้ำพริกเผา,1 1/2 ช้อนโต๊ะ
ยำส้มโอกุ้ง,วัตถุดิบและส่วนผสม,น้ำมะขามเปียก,3 ช้อนโต๊ะ
ยำส้มโอกุ้ง,วัตถุดิบและส่วนผสม,น้ำมะนาว,1 ช้อนโต๊ะ
ยำส้มโอกุ้ง,วัตถุดิบและส่วนผสม,น้ำตาลปี๊บ,1 ช้อนโต๊ะ
ยำส้มโอกุ้ง,วัตถุดิบและส่วนผสม,น้ำปลา,1 ช้อนโต๊ะ
ยำส้มโอกุ้ง,วัตถุดิบและส่วนผสม,หอมแดงซอย,2 ช้อนโต๊ะ
ยำส้มโอกุ้ง,วัตถุดิบและส่วนผสม,ตะไคร้ซอย,1/4 ถ้วยตวง
ยำส้มโอกุ้ง,วัตถุดิบและส่วนผสม,กุ้งแห้งป่น,1 ช้อนโต๊ะ
ยำส้มโอกุ้ง,วัตถุดิบและส่วนผสม,ถั่วลิสงทอด,2 ช้อนโต๊ะ
ยำส้มโอกุ้ง,วัตถุดิบและส่วนผสม,กระเทียมเจียว,2 ช้อนโต๊ะ
ยำส้มโอกุ้ง,วัตถุดิบและส่วนผสม,หอมแดงเจียว,2 ช้อนโต๊ะ
ยำส้มโอกุ้ง,วัตถุดิบและส่วนผสม,มะพร้าวคั่ว,2 ช้อนโต๊ะ
ยำส้มโอกุ้ง,วัตถุดิบและส่วนผสม,พริกขี้หนูแห้งทอด,3 เม็ด
ยำส้มโอกุ้ง,วัตถุดิบและส่วนผสม,น้ำเปล่า,-
ยำส้มโอกุ้ง,วัตถุดิบและส่วนผสม,ใบชะพลู,-
แซลมอนลุยสวน,ส่วนของปลาแซลมอน,เนื้อปลาแซลมอน (หั่นชิ้นเต๋าหรือชิ้นพอดีคำ),200-300 กรัม
แซลมอนลุยสวน,ส่วนของปลาแซลมอน,แป้งทอดกรอบ (สำหรับคลุกบางๆ ก่อนทอด),2 ช้อนโต๊ะ
แซลมอนลุยสวน,ส่วนของปลาแซลมอน,น้ำมันพืช (สำหรับทอด),-
แซลมอนลุยสวน,ส่วนของเครื่องสมุนไพร,ตะไคร้ซอยบาง,2 ต้น
แซลมอนลุยสวน,ส่วนของเครื่องสมุนไพร,หอมแดง หรือหอมแขกซอย,3-4 หัว
แซลมอนลุยสวน,ส่วนของเครื่องสมุนไพร,พริกขี้หนู หรือพริกจินดาแดงเขียวซอย,ตามชอบ
แซลมอนลุยสวน,ส่วนของเครื่องสมุนไพร,กระเทียมจีนหั่นแว่นบาง,3 กลีบ
แซลมอนลุยสวน,ส่วนของเครื่องสมุนไพร,ขิงแก่หั่นเต๋าเล็ก,1 ช้อนโต๊ะ
แซลมอนลุยสวน,ส่วนของเครื่องสมุนไพร,ผักชีฝรั่งซอย,1 ต้น
แซลมอนลุยสวน,ส่วนของเครื่องสมุนไพร,ใบสะระแหน่ (สำหรับโรยหน้า),-
แซลมอนลุยสวน,ส่วนของเครื่องสมุนไพร,ถั่วลิสงคั่ว,2 ช้อนโต๊ะ
แซลมอนลุยสวน,ส่วนผสมน้ำยำสุดแซ่บ,น้ำมะนาวสด,3 ช้อนโต๊ะ
แซลมอนลุยสวน,ส่วนผสมน้ำยำสุดแซ่บ,น้ำปลา,2-3 ช้อนโต๊ะ
แซลมอนลุยสวน,ส่วนผสมน้ำยำสุดแซ่บ,น้ำตาลทราย หรือน้ำตาลมะพร้าว,1.5-2 ช้อนโต๊ะ
แซลมอนลุยสวน,ส่วนผสมน้ำยำสุดแซ่บ,น้ำพริกเผา (ช่วยเพิ่มความหอมและสีสัน),1 ช้อนโต๊ะ
แซลมอนลุยสวน,วิธีทำ,"เตรียมปลาแซลมอน: ซับความชื้นออก หั่นชิ้นพอดีคำ นำไปคลุกแป้งทอดกรอบบางๆ",-
แซลมอนลุยสวน,วิธีทำ,"ทอดปลา: ตั้งกระทะไฟกลางค่อนแรง ทอดแซลมอนจนเหลืองกรอบ ตักขึ้นสะเด็ดน้ำมัน",-
แซลมอนลุยสวน,วิธีทำ,"ทำน้ำยำ: ผสมน้ำมะนาว น้ำปลา น้ำตาล และน้ำพริกเผา คนให้เข้ากัน ชิมรสตามชอบ",-
แซลมอนลุยสวน,วิธีทำ,"ผสมเครื่องลุยสวน: ใส่พริกซอย ตะไคร้ หอมแดง ขิงเต๋า กระเทียม และผักชีฝรั่งลงในน้ำยำ คลุกเคล้า",-
แซลมอนลุยสวน,วิธีทำ,"จัดเสิร์ฟ: นำน้ำยำสมุนไพรมาราดบนปลาแซลมอนทอด โรยหน้าด้วยถั่วลิสงคั่วและใบสะระแหน่",-
ยำวุ้นเส้น,วัตถุดิบ,วุ้นเส้น (แช่น้ำให้นิ่ม),80-100 กรัม
ยำวุ้นเส้น,วัตถุดิบ,หมูสับ,100-150 กรัม
ยำวุ้นเส้น,วัตถุดิบ,กุ้งสดและปลาหมึก (หั่นชิ้น),ตามชอบ
ยำวุ้นเส้น,วัตถุดิบ,พริกขี้หนูซอย (ปรับลดได้ตามความเผ็ด),5-10 เม็ด
ยำวุ้นเส้น,วัตถุดิบ,กระเทียมดองซอย,1-2 หัว
ยำวุ้นเส้น,วัตถุดิบ,หอมหัวใหญ่ซอย,1/2 หัว
ยำวุ้นเส้น,วัตถุดิบ,มะเขือเทศหั่นเต๋า,1 ลูก
ยำวุ้นเส้น,วัตถุดิบ,ต้นหอมและขึ้นฉ่ายหั่นท่อน,-
ยำวุ้นเส้น,ส่วนผสมน้ำยำ,น้ำมะนาว,2-3 ช้อนโต๊ะ
ยำวุ้นเส้น,ส่วนผสมน้ำยำ,น้ำปลา,2 ช้อนโต๊ะ
ยำวุ้นเส้น,ส่วนผสมน้ำยำ,น้ำกระเทียมดอง,1 ช้อนโต๊ะ
ยำวุ้นเส้น,ส่วนผสมน้ำยำ,น้ำตาลทราย,1/2 ช้อนโต๊ะ
ยำวุ้นเส้น,วิธีทำ,"ลวกวุ้นเส้นและเนื้อสัตว์: ลวกกุ้ง ปลาหมึก หมูสับ ให้สุก ลวกวุ้นเส้นให้นุ่มแล้วแช่น้ำเย็นจัด สะเด็ดน้ำพักไว้",-
ยำวุ้นเส้น,วิธีทำ,"ปรุงรสน้ำยำ: ผสมน้ำมะนาว น้ำปลา น้ำตาลทราย และน้ำกระเทียมดอง คนให้เข้ากัน ใส่พริกขี้หนูซอย ชิมรสตามชอบ",-
ยำวุ้นเส้น,วิธีทำ,"คลุกเคล้า: ใส่หมูสับ กุ้ง ปลาหมึก และวุ้นเส้นในชามน้ำยำ ตามด้วยหอมหัวใหญ่ มะเขือเทศ ต้นหอม ขึ้นฉ่าย คลุกเคล้าเบาๆ เสิร์ฟ",-
ยำหมูยอ,ส่วนผสม,หมูยอหนังหมู,1 อัน
ยำหมูยอ,ส่วนผสม,หัวหอมแดง,2 หัว
ยำหมูยอ,ส่วนผสม,แครอท,1 ถ้วย
ยำหมูยอ,ส่วนผสม,ขึ้นฉ่าย,1 ถ้วย
ยำหมูยอ,ส่วนผสม,พริกขี้หนู,15 เม็ด
ยำหมูยอ,ส่วนผสม,น้ำปลา,ตามชอบ
ยำหมูยอ,ส่วนผสม,น้ำมะนาว,ตามชอบ
ยำหมูยอ,ส่วนผสม,น้ำตาลปี๊บ,ตามชอบ
ยำหมูยอ,ส่วนผสม,ผงชูรส,เล็กน้อย
ยำหมูยอ,วิธีทำ,"1. หั่นหมูยอเป็นชิ้นๆ",-
